age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,id
39,housemaid,married,primary,no,-44,yes,no,unknown,27,may,228,1,-1,0,unknown,no,6151
34,technician,single,secondary,no,4367,no,no,cellular,13,aug,121,2,-1,0,unknown,no,20757
35,entrepreneur,married,tertiary,no,-31,yes,no,cellular,21,nov,171,2,-1,0,unknown,no,27188
60,management,married,tertiary,no,5041,no,no,cellular,4,may,8,7,181,1,success,no,34395
27,technician,married,secondary,no,-302,yes,no,unknown,12,may,66,3,-1,0,unknown,no,2136
38,management,married,tertiary,no,1680,yes,no,cellular,17,nov,414,2,-1,0,unknown,no,24707
36,blue-collar,divorced,secondary,no,421,yes,no,cellular,15,may,34,7,360,4,other,no,38318
35,technician,married,secondary,no,0,yes,no,cellular,19,nov,644,4,-1,0,unknown,yes,25965
29,blue-collar,married,secondary,no,416,yes,no,unknown,14,may,1118,2,-1,0,unknown,no,3140
37,admin.,divorced,secondary,no,141,yes,no,cellular,14,may,233,1,-1,0,unknown,no,37796
26,blue-collar,single,primary,no,3342,yes,no,unknown,4,jun,329,4,-1,0,unknown,no,8910
48,unknown,married,secondary,no,438,no,no,cellular,28,jan,412,5,-1,0,unknown,no,28117
42,management,single,tertiary,no,10561,no,no,unknown,16,may,243,2,-1,0,unknown,no,4025
28,blue-collar,married,secondary,no,509,yes,yes,unknown,4,jun,121,2,-1,0,unknown,no,8806
37,technician,married,secondary,no,5287,yes,yes,cellular,11,aug,209,2,-1,0,unknown,no,20366
28,management,married,secondary,no,292,yes,no,unknown,28,may,507,1,-1,0,unknown,yes,6773
58,blue-collar,married,secondary,no,544,no,no,unknown,17,jun,97,1,-1,0,unknown,no,10880
39,blue-collar,married,secondary,no,39,yes,no,unknown,18,jun,34,6,-1,0,unknown,no,11139
47,housemaid,single,primary,no,46,no,no,cellular,4,feb,371,1,-1,0,unknown,no,42876
49,blue-collar,married,secondary,no,360,no,no,cellular,10,jul,168,1,-1,0,unknown,no,13744
55,technician,married,secondary,no,2014,yes,yes,unknown,15,may,253,2,-1,0,unknown,no,3542
41,blue-collar,married,secondary,no,2852,yes,no,unknown,20,may,125,3,-1,0,unknown,no,4694
32,technician,single,tertiary,no,4,yes,no,cellular,30,apr,311,1,-1,0,unknown,no,34014
59,technician,divorced,secondary,no,2,no,no,cellular,26,aug,164,2,-1,0,unknown,no,23048
33,technician,married,secondary,no,221,yes,no,cellular,13,may,669,1,355,4,failure,yes,37117
30,technician,married,tertiary,no,1338,yes,yes,cellular,10,jul,81,6,-1,0,unknown,no,13948
28,management,divorced,tertiary,no,229,yes,no,cellular,9,apr,1042,2,315,2,other,yes,31939
38,services,married,unknown,no,4644,yes,no,telephone,18,nov,55,2,-1,0,unknown,no,25264
51,technician,married,secondary,no,4924,yes,no,unknown,30,may,448,1,-1,0,unknown,no,7691
57,management,divorced,tertiary,no,8897,yes,no,cellular,12,aug,865,2,-1,0,unknown,yes,20558
30,blue-collar,single,secondary,no,18,no,no,unknown,9,may,395,1,-1,0,unknown,no,1866
23,student,single,secondary,no,234,yes,no,cellular,18,may,33,5,354,7,other,no,39171
34,blue-collar,single,primary,no,1702,no,no,cellular,9,feb,22,4,-1,0,unknown,no,30844
32,technician,married,tertiary,no,168,no,no,unknown,27,may,86,1,-1,0,unknown,no,6207
34,management,single,tertiary,no,0,no,no,cellular,5,feb,427,3,-1,0,unknown,no,30563
95,retired,married,secondary,no,0,no,no,telephone,1,oct,215,1,-1,0,unknown,no,41663
25,management,single,tertiary,no,2399,yes,no,unknown,3,jun,193,2,-1,0,unknown,no,8683
33,services,married,secondary,no,1082,yes,yes,cellular,19,nov,351,1,-1,0,unknown,no,25533
30,management,married,unknown,no,385,no,no,cellular,26,may,56,2,97,2,other,no,39580
38,entrepreneur,married,tertiary,no,0,no,no,cellular,23,jul,532,2,-1,0,unknown,yes,16523
28,unemployed,single,secondary,no,23,no,no,cellular,28,jan,154,1,-1,0,unknown,no,27812
27,unemployed,single,primary,no,1459,yes,no,telephone,29,jan,153,1,-1,0,unknown,no,28476
35,technician,single,tertiary,no,130,yes,no,unknown,29,may,125,1,-1,0,unknown,no,7215
60,blue-collar,married,primary,no,1472,no,no,unknown,20,jun,36,4,-1,0,unknown,no,12219
40,admin.,married,secondary,no,2082,no,no,unknown,12,jun,82,1,-1,0,unknown,no,10348
32,admin.,married,tertiary,no,118,no,no,cellular,21,nov,383,4,176,10,failure,no,27406
65,housemaid,married,primary,no,2179,yes,no,cellular,4,sep,112,7,-1,0,unknown,no,41447
54,retired,married,secondary,no,2626,no,no,cellular,19,nov,221,2,190,2,failure,no,26020
39,services,single,secondary,no,1048,yes,no,cellular,15,jun,108,1,32,1,failure,no,40286
34,blue-collar,married,secondary,no,1257,yes,no,unknown,26,may,109,7,-1,0,unknown,no,5843
45,technician,married,tertiary,no,265,no,no,cellular,28,aug,14,3,-1,0,unknown,no,23774
31,blue-collar,married,secondary,no,60,yes,no,unknown,3,jun,215,10,-1,0,unknown,no,8584
33,blue-collar,divorced,secondary,no,714,yes,no,cellular,6,may,208,1,344,2,other,no,34883
60,retired,married,secondary,no,263,no,no,cellular,2,jul,317,1,330,2,failure,no,40427
41,technician,married,tertiary,no,354,no,no,cellular,29,jul,95,5,-1,0,unknown,no,17516
25,services,single,secondary,no,333,no,yes,cellular,15,jul,1056,2,-1,0,unknown,yes,14562
42,blue-collar,married,unknown,no,2906,no,no,cellular,20,nov,350,1,-1,0,unknown,no,26603
50,blue-collar,married,unknown,no,1389,yes,no,unknown,19,jun,162,3,-1,0,unknown,no,11493
57,management,married,tertiary,no,1172,no,no,cellular,19,nov,164,3,-1,0,unknown,no,25904
33,technician,single,tertiary,no,317,yes,no,cellular,4,jun,323,1,80,14,other,yes,40072
32,management,married,tertiary,no,678,no,no,cellular,28,aug,13,15,-1,0,unknown,no,23478
35,technician,married,secondary,no,650,yes,no,cellular,14,may,241,2,349,2,failure,no,38010
32,services,married,secondary,no,1273,yes,no,cellular,16,apr,1365,2,328,1,failure,yes,32391
45,services,married,secondary,no,475,yes,no,unknown,30,may,230,2,-1,0,unknown,no,7725
45,blue-collar,divorced,secondary,no,0,no,no,unknown,6,jun,422,5,-1,0,unknown,no,9534
38,admin.,married,secondary,no,46,yes,yes,unknown,6,may,195,1,-1,0,unknown,no,371
30,admin.,single,secondary,no,382,yes,no,cellular,19,nov,369,1,191,1,failure,no,25540
31,technician,divorced,tertiary,yes,1200,no,no,cellular,19,nov,62,1,-1,0,unknown,no,25452
40,admin.,single,secondary,no,100,yes,no,cellular,11,aug,221,1,461,1,success,yes,40829
40,retired,married,tertiary,no,794,no,no,unknown,9,may,138,1,-1,0,unknown,no,1702
53,services,single,secondary,no,725,yes,no,unknown,16,jun,227,4,-1,0,unknown,no,10696
34,admin.,married,secondary,no,2,yes,no,cellular,25,jul,137,11,-1,0,unknown,no,16902
31,self-employed,single,tertiary,no,1657,yes,yes,cellular,28,jan,872,1,-1,0,unknown,yes,27885
54,blue-collar,married,primary,no,6812,yes,no,cellular,7,aug,108,3,-1,0,unknown,no,19447
60,admin.,married,secondary,no,4348,yes,no,cellular,1,oct,131,2,98,12,other,no,44917
40,technician,married,secondary,no,770,yes,no,unknown,14,may,200,1,-1,0,unknown,no,2801
43,unemployed,married,unknown,no,970,yes,no,telephone,1,sep,513,13,288,11,failure,no,41380
28,unemployed,single,secondary,no,-34,no,no,cellular,15,jul,355,1,-1,0,unknown,no,14642
54,technician,married,secondary,no,306,no,no,cellular,2,feb,107,1,-1,0,unknown,no,29035
28,admin.,married,secondary,no,503,no,yes,cellular,21,jul,553,2,-1,0,unknown,no,15598
36,unemployed,single,secondary,no,605,no,no,cellular,30,jan,410,2,-1,0,unknown,no,28849
48,unknown,married,unknown,no,286,no,no,cellular,30,jul,166,2,-1,0,unknown,no,17922
35,blue-collar,single,primary,no,258,yes,no,cellular,20,nov,144,1,-1,0,unknown,no,26543
24,student,single,unknown,no,3298,yes,no,unknown,28,may,227,1,-1,0,unknown,no,6745
35,entrepreneur,married,tertiary,no,1859,yes,no,cellular,7,apr,157,1,267,2,failure,no,31710
35,management,married,tertiary,no,244,yes,no,cellular,19,nov,138,1,-1,0,unknown,no,25871
58,management,married,unknown,no,0,no,no,unknown,11,jun,145,1,-1,0,unknown,no,10121
55,self-employed,married,primary,no,325,no,no,cellular,26,mar,439,4,-1,0,unknown,no,31409
50,entrepreneur,married,secondary,no,7907,yes,yes,cellular,22,aug,363,2,-1,0,unknown,no,22466
47,blue-collar,married,primary,no,3067,yes,no,cellular,13,may,141,2,-1,0,unknown,no,37460
49,housemaid,married,secondary,no,183,no,no,cellular,25,jul,206,2,-1,0,unknown,no,17030
31,blue-collar,married,secondary,no,489,yes,no,unknown,23,may,204,4,-1,0,unknown,no,5592
39,technician,divorced,secondary,no,454,no,no,cellular,11,aug,73,2,-1,0,unknown,no,20105
53,management,married,secondary,no,2693,no,no,cellular,21,nov,140,1,-1,0,unknown,no,27468
28,admin.,married,secondary,no,54,no,yes,cellular,8,jul,226,1,-1,0,unknown,no,13028
59,retired,divorced,primary,no,830,no,yes,cellular,8,jul,116,1,-1,0,unknown,no,13117
41,management,married,tertiary,no,-456,no,no,cellular,14,apr,427,4,144,1,failure,no,32024
59,retired,married,secondary,no,136,no,no,cellular,6,aug,301,4,-1,0,unknown,no,19339
44,blue-collar,divorced,secondary,no,-1,no,yes,cellular,15,jul,194,5,-1,0,unknown,no,14686
39,admin.,divorced,secondary,no,141,yes,yes,cellular,11,may,249,1,-1,0,unknown,no,36041
55,blue-collar,married,primary,no,1086,yes,no,cellular,6,may,146,1,272,2,failure,no,34880
41,technician,single,unknown,no,2701,yes,no,cellular,6,feb,278,4,-1,0,unknown,no,30761
67,retired,married,tertiary,no,3810,no,no,cellular,21,oct,1206,1,-1,0,unknown,no,41919
51,retired,married,secondary,no,1017,no,no,cellular,30,jul,353,6,-1,0,unknown,no,17866
42,technician,divorced,secondary,no,-78,yes,yes,cellular,29,jul,10,23,-1,0,unknown,no,17522
29,admin.,married,secondary,no,387,yes,yes,unknown,14,may,49,1,-1,0,unknown,no,3064
59,self-employed,married,tertiary,no,593,no,no,unknown,13,may,64,2,-1,0,unknown,no,2682
32,technician,single,secondary,no,234,no,no,cellular,27,mar,166,2,-1,0,unknown,no,31430
36,technician,single,tertiary,no,162,yes,no,unknown,20,may,216,2,-1,0,unknown,no,4662
38,management,married,tertiary,no,238,no,no,cellular,4,aug,139,1,92,3,failure,yes,44412
31,blue-collar,single,primary,no,71,yes,no,cellular,20,apr,185,3,336,6,failure,no,33155
36,services,married,primary,no,795,no,yes,cellular,8,jul,215,2,-1,0,unknown,no,13214
56,technician,divorced,secondary,no,5,no,no,cellular,19,aug,98,1,-1,0,unknown,no,21709
33,entrepreneur,married,secondary,no,5809,yes,no,cellular,22,aug,219,4,-1,0,unknown,no,22535
44,technician,divorced,secondary,no,26,no,no,telephone,8,jul,190,1,-1,0,unknown,no,13152
33,services,single,tertiary,no,692,no,no,cellular,24,apr,86,1,-1,0,unknown,no,33801
25,student,single,tertiary,no,5,no,no,cellular,29,sep,138,1,-1,0,unknown,no,41646
44,management,married,tertiary,no,58,yes,no,cellular,17,nov,48,1,126,3,failure,no,24580
57,management,married,tertiary,no,10583,no,no,cellular,28,sep,341,3,98,3,success,yes,41641
35,admin.,divorced,secondary,no,148,no,yes,cellular,8,jul,199,1,-1,0,unknown,no,13159
38,management,married,tertiary,no,162,yes,no,cellular,21,nov,143,1,-1,0,unknown,no,27106
30,blue-collar,married,primary,no,123,yes,no,cellular,15,may,55,4,-1,0,unknown,no,38218
37,technician,married,tertiary,no,143,no,no,cellular,27,aug,57,6,-1,0,unknown,no,23199
40,management,single,tertiary,no,1509,no,no,cellular,12,may,333,1,58,3,failure,no,43676
31,technician,single,tertiary,no,645,yes,no,cellular,6,may,14,6,-1,0,unknown,no,34732
25,self-employed,single,unknown,no,1179,no,no,cellular,17,aug,43,1,83,2,failure,no,41096
32,technician,single,tertiary,no,0,no,no,cellular,21,aug,660,2,-1,0,unknown,no,22210
40,blue-collar,married,secondary,no,59,yes,no,unknown,13,may,420,1,-1,0,unknown,no,2602
37,services,married,secondary,no,1140,yes,no,cellular,14,may,33,3,-1,0,unknown,no,37546
28,blue-collar,married,secondary,no,-26,no,yes,cellular,30,jan,81,1,-1,0,unknown,no,28669
51,unemployed,married,primary,no,1162,yes,no,cellular,25,jul,2015,1,-1,0,unknown,yes,17031
41,blue-collar,divorced,secondary,no,793,yes,no,cellular,15,may,123,1,365,1,failure,no,38161
29,management,single,tertiary,no,872,yes,no,cellular,21,jul,173,2,-1,0,unknown,no,15861
58,retired,married,secondary,no,35,no,no,cellular,29,jul,336,7,-1,0,unknown,no,17788
32,blue-collar,married,secondary,no,1197,yes,yes,unknown,16,may,241,1,-1,0,unknown,no,3805
38,admin.,single,secondary,no,902,yes,no,telephone,31,jul,58,13,-1,0,unknown,no,18722
32,blue-collar,single,secondary,no,7712,yes,yes,unknown,29,may,768,4,-1,0,unknown,no,7354
31,management,married,tertiary,no,233,yes,no,cellular,14,may,241,2,365,10,failure,no,37987
51,blue-collar,divorced,secondary,yes,56,yes,yes,cellular,20,nov,71,2,-1,0,unknown,no,26469
26,blue-collar,married,secondary,no,128,no,no,unknown,4,jul,355,1,-1,0,unknown,no,12601
35,services,married,primary,no,764,no,no,cellular,12,may,706,3,-1,0,unknown,no,36811
37,management,married,tertiary,no,40,no,no,cellular,27,aug,1033,4,-1,0,unknown,yes,23191
43,blue-collar,married,primary,yes,1202,no,no,unknown,30,may,295,1,-1,0,unknown,no,7604
45,entrepreneur,married,secondary,no,107,no,no,cellular,19,aug,129,11,-1,0,unknown,no,21553
25,services,single,secondary,no,628,no,no,cellular,8,jul,266,1,-1,0,unknown,no,13220
24,student,single,secondary,no,822,no,no,cellular,28,jul,106,2,-1,0,unknown,no,44314
31,management,single,secondary,no,0,yes,no,unknown,20,may,150,1,-1,0,unknown,no,4384
38,technician,single,secondary,no,382,yes,no,cellular,12,aug,180,2,-1,0,unknown,no,20554
27,management,single,tertiary,no,0,yes,no,cellular,30,jan,323,4,-1,0,unknown,no,28882
51,technician,married,secondary,no,1327,no,no,cellular,7,jul,21,2,-1,0,unknown,no,12776
58,blue-collar,married,secondary,no,2146,no,no,cellular,7,jul,206,3,-1,0,unknown,no,12842
42,blue-collar,married,secondary,no,-256,yes,no,cellular,17,apr,576,1,318,2,failure,no,32714
38,management,single,tertiary,no,2357,yes,no,cellular,21,jul,184,1,-1,0,unknown,no,15606
38,technician,divorced,tertiary,no,791,yes,no,unknown,26,may,89,2,-1,0,unknown,no,5863
49,admin.,divorced,secondary,no,1697,no,yes,cellular,29,jul,184,4,-1,0,unknown,no,17598
55,admin.,married,secondary,no,0,no,no,cellular,29,aug,88,2,-1,0,unknown,no,23894
31,blue-collar,married,unknown,no,92,yes,no,unknown,23,may,98,17,-1,0,unknown,no,5631
43,services,divorced,secondary,no,0,yes,no,unknown,6,may,125,2,-1,0,unknown,no,703
40,blue-collar,married,primary,no,2495,yes,no,cellular,12,may,135,2,354,3,other,no,36934
56,blue-collar,divorced,primary,no,3021,no,no,unknown,9,jun,419,2,-1,0,unknown,no,9950
30,technician,single,secondary,no,893,no,no,cellular,26,aug,45,3,-1,0,unknown,no,23132
31,blue-collar,single,secondary,no,1124,yes,no,cellular,18,may,82,4,-1,0,unknown,no,39348
29,blue-collar,married,secondary,no,9,yes,no,cellular,25,jul,236,8,-1,0,unknown,no,16978
30,technician,married,secondary,no,2107,no,no,cellular,4,may,23,5,-1,0,unknown,no,34383
24,blue-collar,married,secondary,no,-220,yes,no,cellular,17,apr,401,1,15,1,failure,no,32820
36,unemployed,married,secondary,no,533,yes,no,cellular,2,feb,619,1,272,1,failure,no,29072
58,retired,married,secondary,no,3382,no,yes,cellular,28,may,294,2,309,2,failure,no,39734
42,blue-collar,married,primary,no,170,yes,no,unknown,19,may,51,41,-1,0,unknown,no,4334
50,admin.,married,secondary,no,3608,yes,no,cellular,14,may,196,8,182,4,success,yes,43716
28,blue-collar,single,secondary,no,362,yes,no,unknown,19,may,263,1,-1,0,unknown,no,4273
56,services,married,secondary,no,1989,no,no,cellular,3,aug,279,4,181,4,success,yes,44391
39,blue-collar,married,primary,no,186,yes,no,unknown,16,may,208,3,-1,0,unknown,no,3663
33,admin.,married,secondary,no,44,yes,yes,unknown,7,may,231,1,-1,0,unknown,no,929
32,technician,single,tertiary,yes,0,no,no,cellular,19,nov,122,2,-1,0,unknown,no,25952
38,technician,married,secondary,no,10,no,no,cellular,2,feb,86,1,161,5,other,no,29081
52,admin.,married,primary,no,2281,yes,yes,telephone,4,feb,82,1,244,1,failure,no,29752
42,self-employed,married,tertiary,no,1430,yes,yes,unknown,20,jun,16,3,-1,0,unknown,no,11967
26,services,single,secondary,no,2158,yes,yes,telephone,5,jun,227,1,-1,0,unknown,no,40135
41,management,married,tertiary,no,30,no,no,cellular,19,aug,171,7,-1,0,unknown,no,21732
36,management,single,tertiary,no,579,no,no,unknown,12,apr,481,1,-1,0,unknown,yes,43434
41,management,married,tertiary,no,1194,no,no,cellular,14,aug,50,5,-1,0,unknown,no,20998
42,blue-collar,married,primary,no,704,yes,yes,telephone,31,jul,88,10,-1,0,unknown,no,18534
63,retired,married,primary,no,3738,no,no,telephone,9,nov,301,1,456,4,failure,no,45154
33,technician,married,tertiary,no,15,no,no,cellular,21,aug,97,2,-1,0,unknown,no,22155
47,blue-collar,married,unknown,no,1045,yes,no,unknown,13,may,411,2,-1,0,unknown,no,2634
32,technician,single,tertiary,no,2340,no,no,cellular,18,feb,89,2,-1,0,unknown,yes,31132
47,retired,divorced,tertiary,no,1431,yes,no,cellular,30,apr,127,1,-1,0,unknown,no,33945
35,management,married,tertiary,yes,-10,yes,no,cellular,15,may,168,2,364,1,other,no,38726
42,blue-collar,married,primary,no,555,yes,no,unknown,8,may,249,2,-1,0,unknown,no,1321
77,retired,married,primary,no,1385,no,no,telephone,8,sep,160,4,-1,0,unknown,no,44734
40,blue-collar,married,primary,no,13,yes,no,unknown,4,jul,178,1,-1,0,unknown,no,12630
34,management,single,tertiary,no,2347,no,yes,cellular,17,nov,555,1,-1,0,unknown,no,24597
36,self-employed,married,tertiary,no,634,yes,no,cellular,21,nov,369,2,-1,0,unknown,no,27523
54,retired,divorced,secondary,yes,-200,no,yes,cellular,4,feb,71,1,243,1,failure,no,29926
36,self-employed,married,tertiary,no,980,no,no,cellular,24,sep,349,2,53,8,failure,no,44883
53,admin.,married,tertiary,no,944,yes,no,cellular,24,feb,128,1,-1,0,unknown,no,43125
40,blue-collar,married,primary,no,-234,yes,no,cellular,6,may,275,1,-1,0,unknown,no,34750
53,admin.,divorced,secondary,no,26,yes,no,cellular,7,may,56,1,359,1,failure,no,35452
56,technician,married,secondary,no,64,no,no,cellular,19,aug,35,4,-1,0,unknown,no,21624
35,housemaid,divorced,secondary,no,39,no,no,cellular,31,jul,149,2,-1,0,unknown,no,18364
32,management,married,tertiary,no,2737,yes,yes,unknown,23,may,38,1,-1,0,unknown,no,5240
44,blue-collar,single,secondary,no,259,yes,no,unknown,6,jun,163,2,-1,0,unknown,no,9495
34,blue-collar,married,secondary,no,0,yes,yes,cellular,5,feb,293,6,-1,0,unknown,no,30164
35,admin.,divorced,secondary,no,0,no,no,cellular,30,jul,186,6,-1,0,unknown,no,18049
37,admin.,married,tertiary,no,0,yes,no,cellular,17,nov,65,2,119,1,failure,no,24578
58,technician,married,tertiary,no,12322,no,no,telephone,2,jun,306,2,-1,0,unknown,no,39932
31,blue-collar,married,primary,no,224,yes,no,unknown,20,jun,20,19,-1,0,unknown,no,11731
31,technician,married,secondary,no,298,no,no,cellular,22,aug,436,5,-1,0,unknown,no,22578
32,admin.,married,secondary,no,198,no,no,cellular,16,jul,132,2,-1,0,unknown,no,14920
45,self-employed,married,tertiary,no,334,no,no,unknown,5,jun,87,2,-1,0,unknown,no,9301
37,management,single,tertiary,no,1449,no,no,unknown,3,jun,291,1,-1,0,unknown,no,8439
30,entrepreneur,single,tertiary,no,216,yes,no,cellular,20,apr,182,3,-1,0,unknown,no,33421
30,entrepreneur,single,secondary,no,732,no,no,cellular,3,feb,1404,4,-1,0,unknown,yes,29654
42,blue-collar,married,unknown,no,149,yes,no,telephone,23,jul,329,3,-1,0,unknown,no,16494
26,blue-collar,single,secondary,no,1292,yes,no,cellular,24,jul,48,4,-1,0,unknown,no,16715
29,blue-collar,single,secondary,no,8079,no,yes,cellular,10,jul,171,1,-1,0,unknown,no,13964
34,management,single,tertiary,no,-184,yes,yes,cellular,15,may,80,3,352,1,other,no,38576
59,management,married,tertiary,no,0,no,no,cellular,27,aug,87,4,-1,0,unknown,no,23228
58,management,married,secondary,no,-382,no,no,telephone,5,feb,398,4,189,12,success,no,30180
34,blue-collar,married,secondary,no,406,no,yes,cellular,11,jul,113,2,-1,0,unknown,no,14108
43,blue-collar,married,primary,no,46,yes,no,cellular,15,may,38,7,332,6,failure,no,38710
34,management,divorced,tertiary,no,94,yes,no,cellular,7,may,46,1,-1,0,unknown,no,35231
52,technician,divorced,primary,no,1500,no,no,unknown,15,may,148,3,-1,0,unknown,no,3196
34,technician,married,secondary,no,22,no,no,cellular,21,aug,270,3,-1,0,unknown,no,22289
41,housemaid,single,secondary,no,2184,no,no,cellular,19,nov,98,1,153,2,failure,no,25745
31,management,married,tertiary,no,1720,yes,yes,cellular,18,jul,104,1,-1,0,unknown,no,15422
55,technician,divorced,secondary,no,35,yes,no,cellular,20,aug,126,4,-1,0,unknown,no,22058
54,blue-collar,divorced,secondary,no,244,yes,yes,cellular,18,may,9,11,350,11,other,no,38776
31,blue-collar,single,secondary,no,573,yes,no,telephone,5,feb,58,1,269,2,failure,no,30430
54,blue-collar,married,primary,no,-864,yes,no,telephone,7,may,755,3,363,5,failure,no,35150
46,management,single,tertiary,no,2987,yes,no,cellular,16,jul,318,1,-1,0,unknown,no,14851
21,technician,single,secondary,no,519,no,no,unknown,4,oct,5,1,-1,0,unknown,no,44925
40,technician,divorced,secondary,no,2394,no,no,unknown,9,jun,75,4,-1,0,unknown,no,10015
30,technician,single,secondary,no,2782,no,no,cellular,14,aug,205,2,-1,0,unknown,no,21007
47,technician,married,secondary,no,-938,yes,no,unknown,28,may,176,2,-1,0,unknown,no,7001
45,self-employed,married,secondary,no,3098,yes,no,cellular,7,aug,159,2,-1,0,unknown,no,19507
48,blue-collar,married,secondary,no,205,no,no,cellular,7,aug,239,2,-1,0,unknown,no,19499
34,blue-collar,married,primary,no,176,no,no,cellular,24,jul,78,1,-1,0,unknown,no,16708
47,services,married,primary,no,206,no,no,cellular,11,aug,71,3,-1,0,unknown,no,20314
44,services,divorced,secondary,no,35,yes,no,cellular,16,apr,184,2,-1,0,unknown,no,32394
28,management,single,tertiary,no,3285,yes,no,unknown,9,may,98,1,-1,0,unknown,no,1723
39,management,married,tertiary,no,0,yes,no,cellular,14,may,11,15,261,38,failure,no,37567
35,management,married,tertiary,no,299,no,no,cellular,19,aug,1059,5,-1,0,unknown,no,21704
26,blue-collar,married,primary,no,399,yes,no,cellular,22,jul,1288,2,-1,0,unknown,no,16024
30,admin.,single,secondary,no,19,no,no,cellular,29,jan,372,1,-1,0,unknown,no,28256
32,management,single,tertiary,no,438,no,no,cellular,21,aug,318,5,-1,0,unknown,no,22189
35,entrepreneur,single,tertiary,no,-49,no,no,unknown,17,jun,668,8,-1,0,unknown,no,10966
54,unemployed,married,primary,no,1251,no,no,cellular,21,nov,105,1,-1,0,unknown,no,26952
55,management,single,secondary,no,220,yes,no,unknown,6,may,328,2,-1,0,unknown,no,640
31,blue-collar,single,secondary,no,1207,yes,no,cellular,17,apr,163,2,-1,0,unknown,no,32928
45,management,married,tertiary,no,1363,yes,no,unknown,15,may,657,5,-1,0,unknown,no,3410
55,blue-collar,married,primary,no,1373,no,no,unknown,9,may,1087,2,-1,0,unknown,no,1810
39,management,divorced,tertiary,no,224,no,no,cellular,2,jul,194,2,88,1,success,yes,44072
26,admin.,single,secondary,no,614,no,no,cellular,27,jan,103,1,-1,0,unknown,no,42757
43,management,married,tertiary,no,422,no,no,cellular,12,aug,110,1,-1,0,unknown,no,40899
39,management,married,tertiary,no,3590,no,no,cellular,8,aug,198,2,-1,0,unknown,no,19831
40,self-employed,married,tertiary,no,13669,no,no,cellular,14,apr,255,7,-1,0,unknown,no,32025
45,blue-collar,married,secondary,no,430,no,yes,cellular,21,aug,140,2,-1,0,unknown,no,22141
34,blue-collar,married,secondary,no,326,yes,yes,unknown,15,may,150,2,-1,0,unknown,no,3547
26,blue-collar,single,secondary,no,2,yes,no,unknown,30,may,170,4,-1,0,unknown,no,7699
41,blue-collar,married,secondary,no,1954,no,no,cellular,18,nov,65,1,110,2,success,no,25050
41,admin.,divorced,secondary,no,4,yes,no,cellular,5,feb,232,1,211,1,failure,no,30184
31,admin.,married,secondary,no,337,no,no,unknown,12,may,51,1,-1,0,unknown,no,2137
54,retired,married,primary,no,208,no,no,unknown,12,may,255,1,-1,0,unknown,no,2143
42,management,married,tertiary,no,4014,yes,no,cellular,21,nov,149,4,186,1,other,no,26893
48,technician,married,secondary,no,147,no,no,unknown,6,may,142,3,-1,0,unknown,no,620
33,services,married,secondary,no,847,yes,no,unknown,2,jun,127,1,-1,0,unknown,no,8065
52,management,married,tertiary,no,1415,no,no,cellular,4,aug,163,1,-1,0,unknown,no,18835
45,blue-collar,married,primary,no,-160,yes,no,unknown,20,jun,15,26,-1,0,unknown,no,12185
30,technician,married,tertiary,no,3418,no,no,cellular,25,aug,211,7,-1,0,unknown,no,22791
61,retired,married,secondary,no,1058,no,no,cellular,27,oct,277,1,92,5,success,no,45132
48,management,divorced,tertiary,no,503,no,yes,unknown,12,jun,1243,7,-1,0,unknown,yes,10442
32,management,married,tertiary,no,1330,yes,no,unknown,21,may,83,1,-1,0,unknown,no,5049
39,blue-collar,single,secondary,no,519,yes,yes,cellular,20,nov,149,1,155,14,failure,no,26398
50,blue-collar,married,primary,no,111,yes,no,telephone,15,may,8,6,366,1,other,no,38113
34,services,married,secondary,no,-315,yes,no,unknown,8,may,56,2,-1,0,unknown,no,1499
44,technician,married,secondary,no,8938,yes,no,unknown,3,jun,94,18,-1,0,unknown,no,8574
30,management,single,secondary,no,7870,yes,no,cellular,28,aug,82,7,-1,0,unknown,no,23435
48,blue-collar,married,secondary,no,0,yes,no,unknown,26,may,105,1,-1,0,unknown,no,5824
59,retired,married,primary,yes,-1,no,no,cellular,5,aug,229,2,-1,0,unknown,no,19079
29,admin.,single,secondary,no,488,yes,no,cellular,4,jun,105,1,-1,0,unknown,no,40116
40,blue-collar,single,primary,no,-187,yes,no,cellular,5,feb,160,1,-1,0,unknown,no,30283
30,management,married,tertiary,no,34,yes,yes,unknown,20,jun,238,3,-1,0,unknown,no,11678
35,technician,married,secondary,no,-288,yes,yes,cellular,30,apr,126,3,-1,0,unknown,no,34133
37,blue-collar,married,secondary,no,426,no,no,unknown,17,jun,285,1,-1,0,unknown,no,10790
44,technician,divorced,secondary,no,2179,no,no,cellular,28,aug,180,10,-1,0,unknown,no,23557
49,management,married,tertiary,no,146,no,no,cellular,29,aug,86,2,-1,0,unknown,no,23908
41,entrepreneur,married,tertiary,no,121,yes,no,cellular,5,may,456,1,287,1,failure,no,34525
34,technician,single,secondary,no,1227,no,no,telephone,17,aug,122,1,109,1,other,no,41108
64,retired,married,tertiary,no,2059,no,yes,cellular,9,nov,326,1,95,1,other,no,45153
30,technician,single,secondary,no,4684,yes,no,cellular,30,apr,268,3,-1,0,unknown,yes,34020
34,blue-collar,single,primary,no,85,no,no,unknown,16,may,136,1,-1,0,unknown,no,3891
